Date,School,Enrollment,Attendance,Hamburger,Pizza,HotDog,Skipped
2016-03-25,West Lincoln High,266,252,144,21,51,36
2016-03-25,West Jefferson M.S.,233,210,48,98,55,9
2016-03-25,North Lincoln M.S.,474,432,116,118,163,35
2016-03-25,Central Arthur H.S.,497,366,157,112,16,81
2016-03-28,West Lincoln M.S.,435,380,132,59,3,186
2016-03-28,North Jefferson H.S.,452,364,197,63,81,23
2016-03-28,Outer Roosevelt M.S.,181,171,13,55,57,46
2016-03-28,West York High,292,248,72,97,43,36
2016-03-28,West King M.S.,189,185,80,1,45,59
2016-03-28,East York H.S.,459,423,44,52,6,321
2016-03-28,West Lincoln High,266,226,74,34,79,39
2016-03-28,West Jefferson M.S.,233,223,74,44,76,29
2016-03-28,North Lincoln M.S.,474,403,194,3,98,108
2016-03-28,Central Arthur H.S.,497,403,149,42,66,146
2016-03-29,West Lincoln M.S.,435,408,239,27,31,111
2016-03-29,North Jefferson H.S.,452,354,155,140,28,31
2016-03-29,Outer Roosevelt M.S.,181,149,66,27,19,37
2016-03-29,West York High,292,291,67,13,81,130
2016-03-29,West King M.S.,189,173,79,48,7,39
2016-03-29,East York H.S.,459,426,40,198,63,125
2016-03-29,West Lincoln High,266,256,138,30,35,53
2016-03-29,West Jefferson M.S.,233,208,46,63,28,71
2016-03-29,North Lincoln M.S.,474,383,168,61,128,26
2016-03-29,Central Arthur H.S.,497,447,179,49,73,146
2016-03-30,West Lincoln M.S.,435,341,152,97,34,58
2016-03-30,North Jefferson H.S.,452,384,53,141,55,135
2016-03-30,Outer Roosevelt M.S.,181,132,29,46,55,2
2016-03-30,West York High,292,255,146,72,32,5
2016-03-30,West King M.S.,189,162,11,34,56,61
2016-03-30,East York H.S.,459,423,61,120,60,182
2016-03-30,West Lincoln High,266,225,69,106,20,30
2016-03-30,West Jefferson M.S.,233,216,28,1,11,176
2016-03-30,North Lincoln M.S.,474,451,72,187,8,184
2016-03-30,Central Arthur H.S.,497,428,109,25,97,197
2016-03-31,West Lincoln M.S.,435,373,219,33,76,45
2016-03-31,North Jefferson H.S.,452,402,61,47,6,288
2016-03-31,Outer Roosevelt M.S.,181,146,61,3,80,2
2016-03-31,West York High,292,289,33,60,72,124
2016-03-31,West King M.S.,189,173,83,39,3,48
2016-03-31,East York H.S.,459,434,48,166,60,160
2016-03-31,West Lincoln High,266,227,135,66,4,22
2016-03-31,West Jefferson M.S.,233,224,27,81,27,89
2016-03-31,North Lincoln M.S.,474,401,62,129,110,100
2016-03-31,Central Arthur H.S.,497,406,76,32,195,103
2016-04-01,West Lincoln M.S.,435,411,95,65,203,48
2016-04-01,North Jefferson H.S.,452,382,5,65,4,308
2016-04-01,Outer Roosevelt M.S.,181,173,99,0,62,12
2016-04-01,West York High,292,269,131,11,121,6
2016-04-01,West King M.S.,189,174,86,13,72,3
2016-04-01,East York H.S.,459,409,62,180,152,15
2016-04-01,West Lincoln High,266,221,107,48,41,25
2016-04-01,West Jefferson M.S.,233,190,94,61,29,6
2016-04-01,North Lincoln M.S.,474,383,42,106,56,179
2016-04-01,Central Arthur H.S.,497,470,280,55,88,47
2016-04-04,West Lincoln M.S.,435,398,192,96,12,98
2016-04-04,North Jefferson H.S.,452,449,102,207,83,57
2016-04-04,Outer Roosevelt M.S.,181,139,39,24,23,53
2016-04-04,West York High,292,235,129,96,2,8
2016-04-04,West King M.S.,189,186,4,55,98,29
2016-04-04,East York H.S.,459,421,24,8,130,259
2016-04-04,West Lincoln High,266,236,57,83,10,86
2016-04-04,West Jefferson M.S.,233,203,14,79,83,27
2016-04-04,North Lincoln M.S.,474,469,281,83,77,28
2016-04-04,Central Arthur H.S.,497,450,132,125,7,186
2016-04-05,West Lincoln M.S.,435,344,109,68,108,59
2016-04-05,North Jefferson H.S.,452,438,60,2,152,224
2016-04-05,Outer Roosevelt M.S.,181,174,94,70,5,5
2016-04-05,West York High,292,277,22,48,77,130
2016-04-05,West King M.S.,189,147,44,37,63,3
2016-04-05,East York H.S.,459,452,144,167,101,40
2016-04-05,West Lincoln High,266,223,70,25,45,83
2016-04-05,West Jefferson M.S.,233,205,66,39,55,45
2016-04-05,North Lincoln M.S.,474,386,219,3,57,107
2016-04-05,Central Arthur H.S.,497,481,36,6,317,122
2016-04-06,West Lincoln M.S.,435,402,103,68,177,54
2016-04-06,North Jefferson H.S.,452,358,149,77,86,46
2016-04-06,Outer Roosevelt M.S.,181,177,33,21,23,100
2016-04-06,West York High,292,241,65,58,21,97
2016-04-06,West King M.S.,189,171,34,47,20,70
2016-04-06,East York H.S.,459,423,20,143,209,51
2016-04-06,West Lincoln High,266,244,116,97,27,4
2016-04-06,West Jefferson M.S.,233,203,111,79,8,5
2016-04-06,North Lincoln M.S.,474,443,30,151,27,235
2016-04-06,Central Arthur H.S.,497,453,7,68,314,64
2016-04-07,West Lincoln M.S.,435,342,52,23,259,8
2016-04-07,North Jefferson H.S.,452,448,161,166,118,3
2016-04-07,Outer Roosevelt M.S.,181,144,0,53,0,91
2016-04-07,West York High,292,274,90,93,61,30
2016-04-07,West King M.S.,189,185,69,53,26,37
2016-04-07,East York H.S.,459,435,122,208,101,4
2016-04-07,West Lincoln High,266,240,121,31,25,63
2016-04-07,West Jefferson M.S.,233,203,7,5,147,44
2016-04-07,North Lincoln M.S.,474,379,99,76,111,93
2016-04-07,Central Arthur H.S.,497,368,172,2,119,75
2016-04-08,West Lincoln M.S.,435,404,70,25,71,238
2016-04-08,North Jefferson H.S.,452,412,178,69,43,122
2016-04-08,Outer Roosevelt M.S.,181,138,70,33,3,32
2016-04-08,West York High,292,290,23,23,104,140
2016-04-08,West King M.S.,189,165,24,81,24,36
2016-04-08,East York H.S.,459,435,221,164,27,23
2016-04-08,West Lincoln High,266,251,40,41,9,161
2016-04-08,West Jefferson M.S.,233,225,20,109,34,62
2016-04-08,North Lincoln M.S.,474,396,46,146,124,80
2016-04-08,Central Arthur H.S.,497,467,104,94,208,61
2016-04-11,West Lincoln M.S.,435,428,136,111,79,102
2016-04-11,North Jefferson H.S.,452,431,138,23,87,183
2016-04-11,Outer Roosevelt M.S.,181,151,57,3,17,74
2016-04-11,West York High,292,276,16,74,40,146
2016-04-11,West King M.S.,189,186,51,77,25,33
2016-04-11,East York H.S.,459,428,207,8,71,142
2016-04-11,West Lincoln High,266,261,122,125,10,4
2016-04-11,West Jefferson M.S.,233,181,97,0,10,74
2016-04-11,North Lincoln M.S.,474,427,147,108,0,172
2016-04-11,Central Arthur H.S.,497,449,225,119,51,54
2016-04-12,West Lincoln M.S.,435,348,124,56,105,63
2016-04-12,North Jefferson H.S.,452,397,126,162,25,84
2016-04-12,Outer Roosevelt M.S.,181,171,81,8,75,7
2016-04-12,West York High,292,253,107,37,46,63
2016-04-12,West King M.S.,189,145,51,12,25,57
2016-04-12,East York H.S.,459,426,70,160,108,88
2016-04-12,West Lincoln High,266,251,126,42,74,9
2016-04-12,West Jefferson M.S.,233,200,12,45,45,98
2016-04-12,North Lincoln M.S.,474,408,57,24,44,283
2016-04-12,Central Arthur H.S.,497,422,134,31,226,31
2016-04-13,West Lincoln M.S.,435,389,94,187,72,36
2016-04-13,North Jefferson H.S.,452,368,53,8,115,192
2016-04-13,Outer Roosevelt M.S.,181,172,23,43,103,3
2016-04-13,West York High,292,259,144,40,64,11
2016-04-13,West King M.S.,189,172,52,21,58,41
2016-04-13,East York H.S.,459,443,238,22,32,151
2016-04-13,West Lincoln High,266,250,26,120,31,73
2016-04-13,West Jefferson M.S.,233,226,111,29,31,55
2016-04-13,North Lincoln M.S.,474,376,49,69,58,200
2016-04-13,Central Arthur H.S.,497,447,164,153,106,24
2016-04-14,West Lincoln M.S.,435,342,171,148,7,16
2016-04-14,North Jefferson H.S.,452,413,47,45,268,53
2016-04-14,Outer Roosevelt M.S.,181,163,3,12,11,137
2016-04-14,West York High,292,254,40,69,107,38
2016-04-14,West King M.S.,189,145,27,62,5,51
2016-04-14,East York H.S.,459,413,165,150,8,90
2016-04-14,West Lincoln High,266,262,13,18,52,179
2016-04-14,West Jefferson M.S.,233,185,78,27,32,48
2016-04-14,North Lincoln M.S.,474,446,5,216,81,144
2016-04-14,Central Arthur H.S.,497,452,10,45,62,335
2016-04-15,West Lincoln M.S.,435,417,171,143,6,97
2016-04-15,North Jefferson H.S.,452,378,183,31,136,28
2016-04-15,Outer Roosevelt M.S.,181,131,19,6,53,53
2016-04-15,West York High,292,281,86,28,102,65
2016-04-15,West King M.S.,189,153,42,0,47,64
2016-04-15,East York H.S.,459,417,231,82,45,59
2016-04-15,West Lincoln High,266,258,32,115,6,105
2016-04-15,West Jefferson M.S.,233,194,8,15,92,79
2016-04-15,North Lincoln M.S.,474,415,211,104,29,71
2016-04-15,Central Arthur H.S.,497,456,126,9,10,311
2016-04-18,West Lincoln M.S.,435,433,202,201,4,26
2016-04-18,North Jefferson H.S.,452,431,180,15,51,185
2016-04-18,Outer Roosevelt M.S.,181,168,13,46,7,102
2016-04-18,West York High,292,275,89,33,116,37
2016-04-18,West King M.S.,189,150,69,41,14,26
2016-04-18,East York H.S.,459,444,123,214,28,79
2016-04-18,West Lincoln High,266,222,72,108,6,36
2016-04-18,West Jefferson M.S.,233,215,87,10,111,7
2016-04-18,North Lincoln M.S.,474,455,13,55,264,123
2016-04-18,Central Arthur H.S.,497,437,261,37,44,95
2016-04-19,West Lincoln M.S.,435,366,173,65,27,101
2016-04-19,North Jefferson H.S.,452,445,128,47,250,20
2016-04-19,Outer Roosevelt M.S.,181,136,79,40,9,8
2016-04-19,West York High,292,289,107,39,31,112
2016-04-19,West King M.S.,189,149,13,57,58,21
2016-04-19,East York H.S.,459,426,17,18,302,89
2016-04-19,West Lincoln High,266,225,111,60,21,33
2016-04-19,West Jefferson M.S.,233,220,107,12,83,18
2016-04-19,North Lincoln M.S.,474,394,168,34,118,74
2016-04-19,Central Arthur H.S.,497,418,109,123,46,140
2016-04-20,West Lincoln M.S.,435,382,104,33,128,117
2016-04-20,North Jefferson H.S.,452,344,6,38,208,92
2016-04-20,Outer Roosevelt M.S.,181,142,36,56,42,8
2016-04-20,West York High,292,246,102,109,27,8
2016-04-20,West King M.S.,189,186,42,25,28,91
2016-04-20,East York H.S.,459,421,170,172,60,19
2016-04-20,West Lincoln High,266,227,107,4,36,80
2016-04-20,West Jefferson M.S.,233,214,0,86,70,58
2016-04-20,North Lincoln M.S.,474,408,110,193,85,20
2016-04-20,Central Arthur H.S.,497,490,118,25,175,172
2016-04-21,West Lincoln M.S.,435,373,218,44,95,16
2016-04-21,North Jefferson H.S.,452,421,197,104,23,97
2016-04-21,Outer Roosevelt M.S.,181,140,5,65,14,56
2016-04-21,West York High,292,265,125,33,18,89
2016-04-21,West King M.S.,189,143,48,42,19,34
2016-04-21,East York H.S.,459,453,198,97,63,95
2016-04-21,West Lincoln High,266,255,61,57,120,17
2016-04-21,West Jefferson M.S.,233,226,52,55,85,34
2016-04-21,North Lincoln M.S.,474,382,49,37,190,106
2016-04-21,Central Arthur H.S.,497,461,51,180,198,32
2016-04-22,West Lincoln M.S.,435,356,114,57,56,129
2016-04-22,North Jefferson H.S.,452,383,5,34,25,319
2016-04-22,Outer Roosevelt M.S.,181,143,30,29,76,8
2016-04-22,West York High,292,287,117,58,17,95
2016-04-22,West King M.S.,189,170,12,16,86,56
2016-04-22,East York H.S.,459,431,183,68,107,73
2016-04-22,West Lincoln High,266,257,108,48,97,4
2016-04-22,West Jefferson M.S.,233,222,37,47,111,27
2016-04-22,North Lincoln M.S.,474,461,75,64,167,155
2016-04-22,Central Arthur H.S.,497,384,19,1,42,322
2016-04-25,West Lincoln M.S.,435,387,34,6,228,119
2016-04-25,North Jefferson H.S.,452,447,78,146,12,211
2016-04-25,Outer Roosevelt M.S.,181,164,34,59,36,35
2016-04-25,West York High,292,275,139,79,55,2
2016-04-25,West King M.S.,189,150,43,41,29,37
2016-04-25,East York H.S.,459,426,169,177,62,18
2016-04-25,West Lincoln High,266,221,52,99,10,60
2016-04-25,West Jefferson M.S.,233,187,3,36,27,121
2016-04-25,North Lincoln M.S.,474,426,86,40,130,170
2016-04-25,Central Arthur H.S.,497,463,36,208,44,175
2016-04-26,West Lincoln M.S.,435,404,102,172,60,70
2016-04-26,North Jefferson H.S.,452,370,94,172,75,29
2016-04-26,Outer Roosevelt M.S.,181,150,81,55,8,6
2016-04-26,West York High,292,266,101,38,53,74
2016-04-26,West King M.S.,189,148,20,49,56,23
2016-04-26,East York H.S.,459,425,80,170,171,4
2016-04-26,West Lincoln High,266,227,6,59,58,104
2016-04-26,West Jefferson M.S.,233,195,105,87,1,2
2016-04-26,North Lincoln M.S.,474,432,20,90,26,296
2016-04-26,Central Arthur H.S.,497,393,199,37,103,54
2016-04-27,West Lincoln M.S.,435,390,221,120,33,16
2016-04-27,North Jefferson H.S.,452,361,192,85,43,41
2016-04-27,Outer Roosevelt M.S.,181,179,49,2,20,108
2016-04-27,West York High,292,256,32,125,86,13
2016-04-27,West King M.S.,189,150,22,49,37,42
2016-04-27,East York H.S.,459,428,102,132,40,154
2016-04-27,West Lincoln High,266,263,1,111,138,13
2016-04-27,West Jefferson M.S.,233,189,27,3,80,79
2016-04-27,North Lincoln M.S.,474,392,208,11,27,146
2016-04-27,Central Arthur H.S.,497,399,197,21,49,132
2016-04-28,West Lincoln M.S.,435,430,14,102,229,85
2016-04-28,North Jefferson H.S.,452,381,100,159,76,46
2016-04-28,Outer Roosevelt M.S.,181,177,49,82,27,19
2016-04-28,West York High,292,269,66,101,61,41
2016-04-28,West King M.S.,189,182,67,5,40,70
2016-04-28,East York H.S.,459,450,19,174,161,96
2016-04-28,West Lincoln High,266,234,28,16,127,63
2016-04-28,West Jefferson M.S.,233,225,94,33,64,34
2016-04-28,North Lincoln M.S.,474,427,142,109,28,148
2016-04-28,Central Arthur H.S.,497,409,151,120,14,124
2016-04-29,West Lincoln M.S.,435,368,115,81,86,86
2016-04-29,North Jefferson H.S.,452,415,81,163,162,9
2016-04-29,Outer Roosevelt M.S.,181,141,25,63,51,2
2016-04-29,West York High,292,290,118,121,8,43
2016-04-29,West King M.S.,189,187,63,89,27,8
2016-04-29,East York H.S.,459,415,41,106,31,237
2016-04-29,West Lincoln High,266,263,131,15,69,48
2016-04-29,West Jefferson M.S.,233,229,19,46,81,83
2016-04-29,North Lincoln M.S.,474,410,108,134,128,40
2016-04-29,Central Arthur H.S.,497,485,212,194,42,37
2016-05-02,West Lincoln M.S.,435,387,8,107,222,50
2016-05-02,North Jefferson H.S.,452,415,131,189,53,42
2016-05-02,Outer Roosevelt M.S.,181,176,57,49,39,31
2016-05-02,West York High,292,246,137,76,20,13
2016-05-02,West King M.S.,189,165,72,73,14,6
2016-05-02,East York H.S.,459,420,222,33,147,18
2016-05-02,West Lincoln High,266,257,107,79,30,41
2016-05-02,West Jefferson M.S.,233,184,2,19,42,121
2016-05-02,North Lincoln M.S.,474,374,196,66,106,6
2016-05-02,Central Arthur H.S.,497,390,145,183,47,15
2016-05-03,West Lincoln M.S.,435,341,61,0,96,184
2016-05-03,North Jefferson H.S.,452,393,234,16,52,91
2016-05-03,Outer Roosevelt M.S.,181,129,0,15,101,13
2016-05-03,West York High,292,290,34,59,87,110
2016-05-03,West King M.S.,189,173,27,46,35,65
2016-05-03,East York H.S.,459,415,235,17,96,67
2016-05-03,West Lincoln High,266,238,25,71,16,126
2016-05-03,West Jefferson M.S.,233,215,12,44,41,118
2016-05-03,North Lincoln M.S.,474,429,147,40,97,145
2016-05-03,Central Arthur H.S.,497,474,252,96,56,70
2016-05-04,West Lincoln M.S.,435,434,241,191,0,2
2016-05-04,North Jefferson H.S.,452,348,101,101,105,41
2016-05-04,Outer Roosevelt M.S.,181,130,64,25,3,38
2016-05-04,West York High,292,245,97,100,27,21
2016-05-04,West King M.S.,189,149,30,16,13,90
2016-05-04,East York H.S.,459,427,225,8,112,82
2016-05-04,West Lincoln High,266,260,44,49,44,123
2016-05-04,West Jefferson M.S.,233,187,105,71,5,6
2016-05-04,North Lincoln M.S.,474,407,23,39,100,245
2016-05-04,Central Arthur H.S.,497,485,285,26,128,46
2016-05-05,West Lincoln M.S.,435,418,154,20,229,15
2016-05-05,North Jefferson H.S.,452,365,60,37,255,13
2016-05-05,Outer Roosevelt M.S.,181,164,56,77,3,28
2016-05-05,West York High,292,277,5,68,195,9
2016-05-05,West King M.S.,189,152,22,60,61,9
2016-05-05,East York H.S.,459,412,23,125,77,187
2016-05-05,West Lincoln High,266,224,4,53,140,27
2016-05-05,West Jefferson M.S.,233,217,122,56,35,4
2016-05-05,North Lincoln M.S.,474,438,14,201,35,188
2016-05-05,Central Arthur H.S.,497,451,138,27,36,250
2016-05-06,West Lincoln M.S.,435,415,215,71,53,76
2016-05-06,North Jefferson H.S.,452,401,149,171,47,34
2016-05-06,Outer Roosevelt M.S.,181,161,64,32,63,2
2016-05-06,West York High,292,290,21,100,34,135
2016-05-06,West King M.S.,189,177,21,80,50,26
2016-05-06,East York H.S.,459,445,15,7,63,360
2016-05-06,West Lincoln High,266,251,17,79,99,56
2016-05-06,West Jefferson M.S.,233,225,107,88,2,28
2016-05-06,North Lincoln M.S.,474,463,30,22,134,277
2016-05-06,Central Arthur H.S.,497,493,4,206,272,11
2016-05-09,West Lincoln M.S.,435,374,211,149,3,11
2016-05-09,North Jefferson H.S.,452,417,132,55,20,210
2016-05-09,Outer Roosevelt M.S.,181,130,9,27,9,85
2016-05-09,West York High,292,266,47,116,41,62
2016-05-09,West King M.S.,189,162,86,14,26,36
2016-05-09,East York H.S.,459,435,0,45,254,136
2016-05-09,West Lincoln High,266,235,26,79,64,66
2016-05-09,West Jefferson M.S.,233,187,30,10,46,101
2016-05-09,North Lincoln M.S.,474,472,127,96,150,99
2016-05-09,Central Arthur H.S.,497,426,174,105,45,102
2016-05-10,West Lincoln M.S.,435,379,120,119,65,75
2016-05-10,North Jefferson H.S.,452,388,96,167,102,23
2016-05-10,Outer Roosevelt M.S.,181,170,79,34,3,54
2016-05-10,West York High,292,274,135,69,16,54
2016-05-10,West King M.S.,189,165,75,44,21,25
2016-05-10,East York H.S.,459,407,166,26,138,77
2016-05-10,West Lincoln High,266,226,87,4,0,135
2016-05-10,West Jefferson M.S.,233,192,42,85,56,9
2016-05-10,North Lincoln M.S.,474,462,171,19,1,271
2016-05-10,Central Arthur H.S.,497,374,103,19,70,182
2016-05-11,West Lincoln M.S.,435,394,20,175,35,164
2016-05-11,North Jefferson H.S.,452,445,124,58,258,5
2016-05-11,Outer Roosevelt M.S.,181,167,64,44,12,47
2016-05-11,West York High,292,236,3,1,230,2
2016-05-11,West King M.S.,189,180,18,76,14,72
2016-05-11,East York H.S.,459,443,180,194,57,12
2016-05-11,West Lincoln High,266,246,87,120,6,33
2016-05-11,West Jefferson M.S.,233,183,25,48,39,71
2016-05-11,North Lincoln M.S.,474,408,5,78,198,127
2016-05-11,Central Arthur H.S.,497,448,46,181,165,56
