Date,DayOfWeek,School,Enrollment,Attendance,Hamburger,Pizza,HotDog,Skipped
2016-03-08,02-Tue,South Washington High,332,308,100,70,9,129
2016-03-09,03-Wed,North Roosevelt M.S.,485,477,2,202,111,162
2016-03-09,03-Wed,West Lincoln High,213,204,46,69,72,17
2016-03-09,03-Wed,Outer Jefferson H.S.,482,477,273,157,38,9
2016-03-09,03-Wed,Central Washington H.S.,238,190,66,6,8,110
2016-03-09,03-Wed,West Truman H.S.,299,295,92,56,83,64
2016-03-09,03-Wed,Central Jefferson M.S.,413,349,97,171,17,64
2016-03-09,03-Wed,Central Roosevelt M.S.,332,298,151,130,1,16
2016-03-09,03-Wed,West Washington M.S.,148,125,17,10,20,78
2016-03-09,03-Wed,North King High,367,352,208,12,66,66
2016-03-09,03-Wed,South Jefferson H.S.,385,319,49,125,42,103
2016-03-09,03-Wed,North York H.S.,280,267,31,96,37,103
2016-03-09,03-Wed,East Roosevelt H.S.,195,165,92,41,1,31
2016-03-09,03-Wed,South Arthur High,414,341,201,81,38,21
2016-03-09,03-Wed,South Truman H.S.,319,300,97,136,64,3
2016-03-09,03-Wed,East Washington H.S.,212,203,70,48,58,27
2016-03-09,03-Wed,East York High,126,110,64,43,1,2
2016-03-09,03-Wed,South Washington High,332,290,8,68,18,196
2016-03-10,04-Thu,North Roosevelt M.S.,485,474,239,212,10,13
2016-03-10,04-Thu,West Lincoln High,213,212,25,166,41,-20
2016-03-10,04-Thu,Outer Jefferson H.S.,482,450,107,68,263,12
2016-03-10,04-Thu,Central Washington H.S.,238,208,106,84,1,17
2016-03-10,04-Thu,West Truman H.S.,299,255,61,88,30,76
2016-03-10,04-Thu,Central Jefferson M.S.,413,371,49,4,98,220
2016-03-10,04-Thu,Central Roosevelt M.S.,332,318,114,116,68,20
2016-03-10,04-Thu,West Washington M.S.,148,146,26,9,29,82
2016-03-10,04-Thu,North King High,367,348,11,62,201,74
2016-03-10,04-Thu,South Jefferson H.S.,385,372,202,153,6,11
2016-03-10,04-Thu,North York H.S.,280,279,95,9,98,77
2016-03-10,04-Thu,East Roosevelt H.S.,195,173,64,78,23,8
2016-03-10,04-Thu,South Arthur High,414,358,12,45,249,52
2016-03-10,04-Thu,South Truman H.S.,319,296,165,41,22,68
2016-03-10,04-Thu,East Washington H.S.,212,197,41,11,138,7
2016-03-10,04-Thu,East York High,126,114,40,53,17,4
2016-03-10,04-Thu,South Washington High,332,260,118,3,45,94
2016-03-11,05-Fri,North Roosevelt M.S.,485,449,51,133,23,242
2016-03-11,05-Fri,West Lincoln High,213,211,1,77,115,18
2016-03-11,05-Fri,Outer Jefferson H.S.,482,470,78,152,6,234
2016-03-11,05-Fri,Central Washington H.S.,238,192,74,4,59,55
2016-03-11,05-Fri,West Truman H.S.,299,292,130,89,17,56
2016-03-11,05-Fri,Central Jefferson M.S.,413,358,140,149,48,21
2016-03-11,05-Fri,Central Roosevelt M.S.,332,317,43,146,44,84
2016-03-11,05-Fri,West Washington M.S.,148,108,10,31,52,15
2016-03-11,05-Fri,North King High,367,307,144,125,3,35
2016-03-11,05-Fri,South Jefferson H.S.,385,311,17,111,73,110
2016-03-11,05-Fri,North York H.S.,280,276,92,94,1,89
2016-03-11,05-Fri,East Roosevelt H.S.,195,194,51,89,50,4
2016-03-11,05-Fri,South Arthur High,414,335,62,24,89,160
2016-03-11,05-Fri,South Truman H.S.,319,317,125,157,26,9
2016-03-11,05-Fri,East Washington H.S.,212,180,50,87,19,24
2016-03-11,05-Fri,East York High,126,122,37,54,5,26
2016-03-11,05-Fri,South Washington High,332,254,109,59,54,32
2016-03-14,01-Mon,North Roosevelt M.S.,485,381,121,33,145,82
2016-03-14,01-Mon,West Lincoln High,213,205,32,63,104,6
2016-03-14,01-Mon,Outer Jefferson H.S.,482,460,109,47,149,155
2016-03-14,01-Mon,Central Washington H.S.,238,204,20,41,86,57
2016-03-14,01-Mon,West Truman H.S.,299,263,14,33,83,133
2016-03-14,01-Mon,Central Jefferson M.S.,413,348,139,171,21,17
2016-03-14,01-Mon,Central Roosevelt M.S.,332,301,51,103,37,110
2016-03-14,01-Mon,West Washington M.S.,148,115,51,39,8,17
2016-03-14,01-Mon,North King High,367,366,194,36,97,39
2016-03-14,01-Mon,South Jefferson H.S.,385,360,30,177,44,109
2016-03-14,01-Mon,North York H.S.,280,265,5,110,32,118
2016-03-14,01-Mon,East Roosevelt H.S.,195,191,68,83,7,33
2016-03-14,01-Mon,South Arthur High,414,381,89,73,16,203
2016-03-14,01-Mon,South Truman H.S.,319,318,108,129,30,51
2016-03-14,01-Mon,East Washington H.S.,212,189,14,66,71,38
2016-03-14,01-Mon,East York High,126,112,63,39,0,10
2016-03-14,01-Mon,South Washington High,332,294,55,119,99,21
2016-03-15,02-Tue,North Roosevelt M.S.,485,433,39,169,157,68
2016-03-15,02-Tue,West Lincoln High,213,205,85,31,15,74
2016-03-15,02-Tue,Outer Jefferson H.S.,482,477,212,217,26,22
2016-03-15,02-Tue,Central Washington H.S.,238,229,4,67,144,14
2016-03-15,02-Tue,West Truman H.S.,299,260,125,102,29,4
2016-03-15,02-Tue,Central Jefferson M.S.,413,365,170,95,26,74
2016-03-15,02-Tue,Central Roosevelt M.S.,332,281,158,50,71,2
2016-03-15,02-Tue,West Washington M.S.,148,141,75,50,6,10
2016-03-15,02-Tue,North King High,367,306,150,21,42,93
2016-03-15,02-Tue,South Jefferson H.S.,385,342,153,108,30,51
2016-03-15,02-Tue,North York H.S.,280,256,118,16,1,121
2016-03-15,02-Tue,East Roosevelt H.S.,195,181,37,52,48,44
2016-03-15,02-Tue,South Arthur High,414,355,170,141,34,10
2016-03-15,02-Tue,South Truman H.S.,319,303,0,56,10,237
2016-03-15,02-Tue,East Washington H.S.,212,194,12,55,49,78
2016-03-15,02-Tue,East York High,126,125,58,2,39,26
2016-03-15,02-Tue,South Washington High,332,284,45,57,0,182
2016-03-16,03-Wed,North Roosevelt M.S.,485,386,227,99,5,55
2016-03-16,03-Wed,West Lincoln High,213,205,66,44,28,67
2016-03-16,03-Wed,Outer Jefferson H.S.,482,453,244,157,23,29
2016-03-16,03-Wed,Central Washington H.S.,238,221,127,27,21,46
2016-03-16,03-Wed,West Truman H.S.,299,266,74,68,11,113
2016-03-16,03-Wed,Central Jefferson M.S.,413,397,215,92,12,78
2016-03-16,03-Wed,Central Roosevelt M.S.,332,291,5,81,49,156
2016-03-16,03-Wed,West Washington M.S.,148,140,36,3,51,50
2016-03-16,03-Wed,North King High,367,326,134,44,100,48
2016-03-16,03-Wed,South Jefferson H.S.,385,353,165,175,2,11
2016-03-16,03-Wed,North York H.S.,280,271,134,63,37,37
2016-03-16,03-Wed,East Roosevelt H.S.,195,166,98,46,6,16
2016-03-16,03-Wed,South Arthur High,414,397,116,173,79,29
2016-03-16,03-Wed,South Truman H.S.,319,317,55,70,166,26
2016-03-16,03-Wed,East Washington H.S.,212,210,38,9,67,96
2016-03-16,03-Wed,East York High,126,116,58,3,37,18
2016-03-16,03-Wed,South Washington High,332,274,54,84,26,110
2016-03-17,04-Thu,North Roosevelt M.S.,485,463,18,90,242,113
2016-03-17,04-Thu,West Lincoln High,213,205,10,161,40,-6
2016-03-17,04-Thu,Outer Jefferson H.S.,482,469,83,69,291,26
2016-03-17,04-Thu,Central Washington H.S.,238,229,15,61,110,43
2016-03-17,04-Thu,West Truman H.S.,299,292,25,39,169,59
2016-03-17,04-Thu,Central Jefferson M.S.,413,364,45,143,91,85
2016-03-17,04-Thu,Central Roosevelt M.S.,332,324,191,12,18,103
2016-03-17,04-Thu,West Washington M.S.,148,138,72,17,41,8
2016-03-17,04-Thu,North King High,367,323,145,25,132,21
2016-03-17,04-Thu,South Jefferson H.S.,385,372,179,168,12,13
2016-03-17,04-Thu,North York H.S.,280,275,105,134,15,21
2016-03-17,04-Thu,East Roosevelt H.S.,195,169,96,7,18,48
2016-03-17,04-Thu,South Arthur High,414,335,21,43,95,176
2016-03-17,04-Thu,South Truman H.S.,319,287,147,53,69,18
2016-03-17,04-Thu,East Washington H.S.,212,196,69,47,49,31
2016-03-17,04-Thu,East York High,126,117,38,55,10,14
2016-03-17,04-Thu,South Washington High,332,290,103,41,25,121
2016-03-18,05-Fri,North Roosevelt M.S.,485,418,59,130,160,69
2016-03-18,05-Fri,West Lincoln High,213,212,19,31,101,61
2016-03-18,05-Fri,Outer Jefferson H.S.,482,451,55,144,32,220
2016-03-18,05-Fri,Central Washington H.S.,238,226,83,81,18,44
2016-03-18,05-Fri,West Truman H.S.,299,278,94,122,23,39
2016-03-18,05-Fri,Central Jefferson M.S.,413,365,182,127,26,30
2016-03-18,05-Fri,Central Roosevelt M.S.,332,293,70,47,130,46
2016-03-18,05-Fri,West Washington M.S.,148,134,36,41,47,10
2016-03-18,05-Fri,North King High,367,305,78,137,47,43
2016-03-18,05-Fri,South Jefferson H.S.,385,363,180,139,39,5
2016-03-18,05-Fri,North York H.S.,280,274,49,42,111,72
2016-03-18,05-Fri,East Roosevelt H.S.,195,190,17,20,57,96
2016-03-18,05-Fri,South Arthur High,414,336,185,28,93,30
2016-03-18,05-Fri,South Truman H.S.,319,314,7,135,158,14
2016-03-18,05-Fri,East Washington H.S.,212,184,67,84,5,28
2016-03-18,05-Fri,East York High,126,122,38,23,48,13
2016-03-18,05-Fri,South Washington High,332,277,96,134,33,14
2016-03-21,01-Mon,North Roosevelt M.S.,485,418,84,106,3,225
2016-03-21,01-Mon,West Lincoln High,213,210,123,46,31,10
2016-03-21,01-Mon,Outer Jefferson H.S.,482,468,250,52,72,94
2016-03-21,01-Mon,Central Washington H.S.,238,210,103,69,22,16
2016-03-21,01-Mon,West Truman H.S.,299,281,79,21,126,55
2016-03-21,01-Mon,Central Jefferson M.S.,413,370,168,82,19,101
2016-03-21,01-Mon,Central Roosevelt M.S.,332,296,86,96,40,74
2016-03-21,01-Mon,West Washington M.S.,148,112,54,45,3,10
2016-03-21,01-Mon,North King High,367,311,137,141,31,2
2016-03-21,01-Mon,South Jefferson H.S.,385,306,47,50,150,59
2016-03-21,01-Mon,North York H.S.,280,271,150,89,14,18
2016-03-21,01-Mon,East Roosevelt H.S.,195,189,14,43,56,76
2016-03-21,01-Mon,South Arthur High,414,403,165,140,26,72
2016-03-21,01-Mon,South Truman H.S.,319,306,109,37,70,90
2016-03-21,01-Mon,East Washington H.S.,212,180,60,25,88,7
2016-03-21,01-Mon,East York High,126,122,58,24,38,2
2016-03-21,01-Mon,South Washington High,332,279,52,31,124,72
2016-03-22,02-Tue,North Roosevelt M.S.,485,421,63,101,237,20
2016-03-22,02-Tue,West Lincoln High,213,209,36,59,81,33
2016-03-22,02-Tue,Outer Jefferson H.S.,482,461,236,71,26,128
2016-03-22,02-Tue,Central Washington H.S.,238,219,55,78,45,41
2016-03-22,02-Tue,West Truman H.S.,299,263,152,35,68,8
2016-03-22,02-Tue,Central Jefferson M.S.,413,355,114,70,74,97
2016-03-22,02-Tue,Central Roosevelt M.S.,332,287,56,6,77,148
2016-03-22,02-Tue,West Washington M.S.,148,134,61,51,15,7
2016-03-22,02-Tue,North King High,367,307,108,63,123,13
2016-03-22,02-Tue,South Jefferson H.S.,385,302,157,25,101,19
2016-03-22,02-Tue,North York H.S.,280,275,90,52,107,26
2016-03-22,02-Tue,East Roosevelt H.S.,195,185,53,67,27,38
2016-03-22,02-Tue,South Arthur High,414,366,173,91,1,101
2016-03-22,02-Tue,South Truman H.S.,319,312,103,133,35,41
2016-03-22,02-Tue,East Washington H.S.,212,185,5,7,80,93
2016-03-22,02-Tue,East York High,126,125,0,62,42,21
2016-03-22,02-Tue,South Washington High,332,324,27,109,148,40
2016-03-23,03-Wed,North Roosevelt M.S.,485,444,265,0,30,149
2016-03-23,03-Wed,West Lincoln High,213,210,57,67,78,8
2016-03-23,03-Wed,Outer Jefferson H.S.,482,465,183,225,19,38
2016-03-23,03-Wed,Central Washington H.S.,238,224,111,108,0,5
2016-03-23,03-Wed,West Truman H.S.,299,244,113,68,34,29
2016-03-23,03-Wed,Central Jefferson M.S.,413,394,128,126,30,110
2016-03-23,03-Wed,Central Roosevelt M.S.,332,282,41,9,155,77
2016-03-23,03-Wed,West Washington M.S.,148,138,20,41,9,68
2016-03-23,03-Wed,North King High,367,326,112,112,68,34
2016-03-23,03-Wed,South Jefferson H.S.,385,369,158,121,15,75
2016-03-23,03-Wed,North York H.S.,280,262,101,49,40,72
2016-03-23,03-Wed,East Roosevelt H.S.,195,182,83,71,3,25
2016-03-23,03-Wed,South Arthur High,414,390,150,93,52,95
2016-03-23,03-Wed,South Truman H.S.,319,306,78,5,40,183
2016-03-23,03-Wed,East Washington H.S.,212,201,104,1,46,50
2016-03-23,03-Wed,East York High,126,109,50,54,0,5
2016-03-23,03-Wed,South Washington High,332,315,23,91,111,90
2016-03-24,04-Thu,North Roosevelt M.S.,485,432,186,133,49,64
2016-03-24,04-Thu,West Lincoln High,213,201,3,134,33,31
2016-03-24,04-Thu,Outer Jefferson H.S.,482,479,279,29,105,66
2016-03-24,04-Thu,Central Washington H.S.,238,231,76,14,115,26
2016-03-24,04-Thu,West Truman H.S.,299,296,10,4,166,116
2016-03-24,04-Thu,Central Jefferson M.S.,413,384,171,2,186,25
2016-03-24,04-Thu,Central Roosevelt M.S.,332,322,188,109,3,22
2016-03-24,04-Thu,West Washington M.S.,148,108,60,20,21,7
2016-03-24,04-Thu,North King High,367,311,84,69,72,86
2016-03-24,04-Thu,South Jefferson H.S.,385,321,191,15,66,49
2016-03-24,04-Thu,North York H.S.,280,278,37,46,100,95
2016-03-24,04-Thu,East Roosevelt H.S.,195,185,90,25,29,41
2016-03-24,04-Thu,South Arthur High,414,403,137,86,112,68
2016-03-24,04-Thu,South Truman H.S.,319,287,103,81,57,46
2016-03-24,04-Thu,East Washington H.S.,212,195,54,74,19,48
2016-03-24,04-Thu,East York High,126,113,45,42,6,20
2016-03-24,04-Thu,South Washington High,332,321,31,158,102,30
2016-03-25,05-Fri,North Roosevelt M.S.,485,471,251,91,39,90
2016-03-25,05-Fri,West Lincoln High,213,203,39,68,50,46
2016-03-25,05-Fri,Outer Jefferson H.S.,482,460,149,35,156,120
2016-03-25,05-Fri,Central Washington H.S.,238,225,125,18,37,45
2016-03-25,05-Fri,West Truman H.S.,299,273,106,125,10,32
2016-03-25,05-Fri,Central Jefferson M.S.,413,411,98,85,171,57
2016-03-25,05-Fri,Central Roosevelt M.S.,332,314,16,130,133,35
2016-03-25,05-Fri,West Washington M.S.,148,119,67,25,0,27
2016-03-25,05-Fri,North King High,367,365,136,32,154,43
2016-03-25,05-Fri,South Jefferson H.S.,385,369,198,83,68,20
2016-03-25,05-Fri,North York H.S.,280,279,77,46,47,109
2016-03-25,05-Fri,East Roosevelt H.S.,195,185,68,43,4,70
2016-03-25,05-Fri,South Arthur High,414,352,144,109,63,36
2016-03-25,05-Fri,South Truman H.S.,319,293,53,108,40,92
2016-03-25,05-Fri,East Washington H.S.,212,192,97,89,5,1
2016-03-25,05-Fri,East York High,126,122,48,40,26,8
2016-03-25,05-Fri,South Washington High,332,315,26,150,106,33
2016-03-28,01-Mon,North Roosevelt M.S.,485,469,277,13,110,69
2016-03-28,01-Mon,West Lincoln High,213,208,20,69,59,60
2016-03-28,01-Mon,Outer Jefferson H.S.,482,446,173,19,199,55
2016-03-28,01-Mon,Central Washington H.S.,238,222,103,38,66,15
2016-03-28,01-Mon,West Truman H.S.,299,282,87,121,2,72
2016-03-28,01-Mon,Central Jefferson M.S.,413,335,90,22,93,130
2016-03-28,01-Mon,Central Roosevelt M.S.,332,288,70,120,88,10
2016-03-28,01-Mon,West Washington M.S.,148,112,16,15,50,31
2016-03-28,01-Mon,North King High,367,317,70,84,37,126
2016-03-28,01-Mon,South Jefferson H.S.,385,323,167,130,13,13
2016-03-28,01-Mon,North York H.S.,280,266,133,30,52,51
2016-03-28,01-Mon,East Roosevelt H.S.,195,171,50,83,25,13
2016-03-28,01-Mon,South Arthur High,414,359,87,60,166,46
2016-03-28,01-Mon,South Truman H.S.,319,289,122,21,66,80
2016-03-28,01-Mon,East Washington H.S.,212,211,85,23,2,101
2016-03-28,01-Mon,East York High,126,108,56,13,1,38
2016-03-28,01-Mon,South Washington High,332,275,108,118,19,30
2016-03-29,02-Tue,North Roosevelt M.S.,485,484,138,36,56,254
2016-03-29,02-Tue,West Lincoln High,213,201,109,82,5,5
2016-03-29,02-Tue,Outer Jefferson H.S.,482,454,250,192,8,4
2016-03-29,02-Tue,Central Washington H.S.,238,193,56,34,54,49
2016-03-29,02-Tue,West Truman H.S.,299,269,79,130,44,16
2016-03-29,02-Tue,Central Jefferson M.S.,413,396,82,186,80,48
2016-03-29,02-Tue,Central Roosevelt M.S.,332,331,180,56,9,86
2016-03-29,02-Tue,West Washington M.S.,148,138,20,68,23,27
2016-03-29,02-Tue,North King High,367,357,97,163,8,89
2016-03-29,02-Tue,South Jefferson H.S.,385,306,148,70,62,26
2016-03-29,02-Tue,North York H.S.,280,271,99,34,83,55
2016-03-29,02-Tue,East Roosevelt H.S.,195,167,30,81,11,45
2016-03-29,02-Tue,South Arthur High,414,405,54,37,59,255
2016-03-29,02-Tue,South Truman H.S.,319,281,78,17,68,118
2016-03-29,02-Tue,East Washington H.S.,212,177,24,21,51,81
2016-03-29,02-Tue,East York High,126,109,30,43,10,26
2016-03-29,02-Tue,South Washington High,332,308,160,96,22,30
2016-03-30,03-Wed,North Roosevelt M.S.,485,418,45,15,13,345
2016-03-30,03-Wed,West Lincoln High,213,203,7,74,118,4
2016-03-30,03-Wed,Outer Jefferson H.S.,482,469,125,213,75,56
2016-03-30,03-Wed,Central Washington H.S.,238,194,72,41,65,16
2016-03-30,03-Wed,West Truman H.S.,299,288,106,60,108,14
2016-03-30,03-Wed,Central Jefferson M.S.,413,393,197,187,3,6
2016-03-30,03-Wed,Central Roosevelt M.S.,332,301,66,77,126,32
2016-03-30,03-Wed,West Washington M.S.,148,146,30,1,32,83
2016-03-30,03-Wed,North King High,367,307,23,105,126,53
2016-03-30,03-Wed,South Jefferson H.S.,385,343,172,108,54,9
2016-03-30,03-Wed,North York H.S.,280,271,41,42,93,95
2016-03-30,03-Wed,East Roosevelt H.S.,195,194,9,30,50,105
2016-03-30,03-Wed,South Arthur High,414,334,56,25,24,229
2016-03-30,03-Wed,South Truman H.S.,319,314,100,125,45,44
2016-03-30,03-Wed,East Washington H.S.,212,194,46,4,75,69
2016-03-30,03-Wed,East York High,126,111,28,33,11,39
2016-03-30,03-Wed,South Washington High,332,296,20,97,124,55
2016-03-31,04-Thu,North Roosevelt M.S.,485,389,39,118,153,79
2016-03-31,04-Thu,West Lincoln High,213,206,20,119,29,38
2016-03-31,04-Thu,Outer Jefferson H.S.,482,457,94,151,178,34
2016-03-31,04-Thu,Central Washington H.S.,238,228,106,41,78,3
2016-03-31,04-Thu,West Truman H.S.,299,256,92,79,34,51
2016-03-31,04-Thu,Central Jefferson M.S.,413,335,131,40,85,79
2016-03-31,04-Thu,Central Roosevelt M.S.,332,302,153,63,41,45
2016-03-31,04-Thu,West Washington M.S.,148,107,43,2,28,34
2016-03-31,04-Thu,North King High,367,300,45,47,130,78
2016-03-31,04-Thu,South Jefferson H.S.,385,374,152,15,31,176
2016-03-31,04-Thu,North York H.S.,280,274,8,55,91,120
2016-03-31,04-Thu,East Roosevelt H.S.,195,189,89,28,49,23
2016-03-31,04-Thu,South Arthur High,414,350,54,81,61,154
2016-03-31,04-Thu,South Truman H.S.,319,293,52,73,121,47
2016-03-31,04-Thu,East Washington H.S.,212,179,40,62,23,54
2016-03-31,04-Thu,East York High,126,124,26,35,22,41
2016-03-31,04-Thu,South Washington High,332,257,114,33,29,81
2016-04-01,05-Fri,North Roosevelt M.S.,485,414,230,114,61,9
2016-04-01,05-Fri,West Lincoln High,213,201,17,9,55,120
2016-04-01,05-Fri,Outer Jefferson H.S.,482,478,142,173,139,24
2016-04-01,05-Fri,Central Washington H.S.,238,189,106,51,10,22
2016-04-01,05-Fri,West Truman H.S.,299,258,124,113,6,15
2016-04-01,05-Fri,Central Jefferson M.S.,413,338,110,122,59,47
2016-04-01,05-Fri,Central Roosevelt M.S.,332,286,36,89,116,45
2016-04-01,05-Fri,West Washington M.S.,148,120,34,58,6,22
2016-04-01,05-Fri,North King High,367,331,53,125,26,127
2016-04-01,05-Fri,South Jefferson H.S.,385,338,80,136,2,120
2016-04-01,05-Fri,North York H.S.,280,269,111,67,19,72
2016-04-01,05-Fri,East Roosevelt H.S.,195,194,65,29,60,40
2016-04-01,05-Fri,South Arthur High,414,348,58,45,1,244
2016-04-01,05-Fri,South Truman H.S.,319,299,2,39,28,230
2016-04-01,05-Fri,East Washington H.S.,212,186,98,62,13,13
2016-04-01,05-Fri,East York High,126,117,30,13,21,53
2016-04-01,05-Fri,South Washington High,332,313,150,134,18,11
2016-04-04,01-Mon,North Roosevelt M.S.,485,444,102,125,107,110
2016-04-04,01-Mon,West Lincoln High,213,210,113,70,25,2
2016-04-04,01-Mon,Outer Jefferson H.S.,482,463,206,119,86,52
2016-04-04,01-Mon,Central Washington H.S.,238,227,39,82,64,42
2016-04-04,01-Mon,West Truman H.S.,299,283,87,140,10,46
2016-04-04,01-Mon,Central Jefferson M.S.,413,392,71,114,162,45
2016-04-04,01-Mon,Central Roosevelt M.S.,332,309,73,121,61,54
2016-04-04,01-Mon,West Washington M.S.,148,133,65,41,17,10
2016-04-04,01-Mon,North King High,367,316,126,66,106,18
2016-04-04,01-Mon,South Jefferson H.S.,385,291,85,2,137,67
2016-04-04,01-Mon,North York H.S.,280,259,132,116,9,2
2016-04-04,01-Mon,East Roosevelt H.S.,195,175,15,12,9,139
2016-04-04,01-Mon,South Arthur High,414,408,200,168,3,37
2016-04-04,01-Mon,South Truman H.S.,319,290,106,17,47,120
2016-04-04,01-Mon,East Washington H.S.,212,195,72,39,73,11
2016-04-04,01-Mon,East York High,126,125,72,50,2,1
2016-04-04,01-Mon,South Washington High,332,256,53,94,86,23
2016-04-05,02-Tue,North Roosevelt M.S.,485,418,7,22,154,235
2016-04-05,02-Tue,West Lincoln High,213,203,25,42,35,101
2016-04-05,02-Tue,Outer Jefferson H.S.,482,481,247,227,4,3
2016-04-05,02-Tue,Central Washington H.S.,238,190,26,37,11,116
2016-04-05,02-Tue,West Truman H.S.,299,296,127,98,60,11
2016-04-05,02-Tue,Central Jefferson M.S.,413,351,162,2,52,135
2016-04-05,02-Tue,Central Roosevelt M.S.,332,289,48,15,195,31
2016-04-05,02-Tue,West Washington M.S.,148,107,18,47,39,3
2016-04-05,02-Tue,North King High,367,337,198,50,0,89
2016-04-05,02-Tue,South Jefferson H.S.,385,297,14,100,136,47
2016-04-05,02-Tue,North York H.S.,280,269,118,93,2,56
2016-04-05,02-Tue,East Roosevelt H.S.,195,173,40,27,83,23
2016-04-05,02-Tue,South Arthur High,414,365,194,95,21,55
2016-04-05,02-Tue,South Truman H.S.,319,301,162,123,10,6
2016-04-05,02-Tue,East Washington H.S.,212,204,64,78,21,41
2016-04-05,02-Tue,East York High,126,118,19,13,10,76
2016-04-05,02-Tue,South Washington High,332,260,4,15,207,34
2016-04-06,03-Wed,North Roosevelt M.S.,485,453,166,166,42,79
2016-04-06,03-Wed,West Lincoln High,213,210,0,86,10,114
2016-04-06,03-Wed,Outer Jefferson H.S.,482,474,106,65,50,253
2016-04-06,03-Wed,Central Washington H.S.,238,212,52,91,31,38
2016-04-06,03-Wed,West Truman H.S.,299,279,24,123,22,110
2016-04-06,03-Wed,Central Jefferson M.S.,413,412,236,87,64,25
2016-04-06,03-Wed,Central Roosevelt M.S.,332,299,102,119,43,35
2016-04-06,03-Wed,West Washington M.S.,148,139,39,32,18,50
2016-04-06,03-Wed,North King High,367,307,135,146,3,23
2016-04-06,03-Wed,South Jefferson H.S.,385,291,110,78,76,27
2016-04-06,03-Wed,North York H.S.,280,271,95,37,68,71
2016-04-06,03-Wed,East Roosevelt H.S.,195,181,57,40,64,20
2016-04-06,03-Wed,South Arthur High,414,382,57,146,136,43
2016-04-06,03-Wed,South Truman H.S.,319,283,3,50,12,218
2016-04-06,03-Wed,East Washington H.S.,212,191,100,48,5,38
2016-04-06,03-Wed,East York High,126,108,53,52,1,2
2016-04-06,03-Wed,South Washington High,332,283,90,92,76,25
2016-04-07,04-Thu,North Roosevelt M.S.,485,428,218,120,12,78
2016-04-07,04-Thu,West Lincoln High,213,204,20,179,44,-39
2016-04-07,04-Thu,Outer Jefferson H.S.,482,453,153,100,64,136
2016-04-07,04-Thu,Central Washington H.S.,238,194,115,13,24,42
2016-04-07,04-Thu,West Truman H.S.,299,261,109,104,2,46
2016-04-07,04-Thu,Central Jefferson M.S.,413,336,141,69,101,25
2016-04-07,04-Thu,Central Roosevelt M.S.,332,314,96,91,35,92
2016-04-07,04-Thu,West Washington M.S.,148,111,53,32,23,3
2016-04-07,04-Thu,North King High,367,319,141,4,71,103
2016-04-07,04-Thu,South Jefferson H.S.,385,380,22,72,78,208
2016-04-07,04-Thu,North York H.S.,280,279,18,80,104,77
2016-04-07,04-Thu,East Roosevelt H.S.,195,183,100,73,1,9
2016-04-07,04-Thu,South Arthur High,414,379,161,83,84,51
2016-04-07,04-Thu,South Truman H.S.,319,301,74,96,110,21
2016-04-07,04-Thu,East Washington H.S.,212,198,71,29,60,38
2016-04-07,04-Thu,East York High,126,118,61,6,38,13
2016-04-07,04-Thu,South Washington High,332,280,150,35,1,94
2016-04-08,05-Fri,North Roosevelt M.S.,485,478,120,189,87,82
2016-04-08,05-Fri,West Lincoln High,213,207,39,80,50,38
2016-04-08,05-Fri,Outer Jefferson H.S.,482,452,267,15,86,84
2016-04-08,05-Fri,Central Washington H.S.,238,230,4,27,148,51
2016-04-08,05-Fri,West Truman H.S.,299,263,52,125,53,33
2016-04-08,05-Fri,Central Jefferson M.S.,413,391,191,45,33,122
2016-04-08,05-Fri,Central Roosevelt M.S.,332,296,55,25,75,141
2016-04-08,05-Fri,West Washington M.S.,148,114,17,14,46,37
2016-04-08,05-Fri,North King High,367,326,16,138,159,13
2016-04-08,05-Fri,South Jefferson H.S.,385,311,120,30,71,90
2016-04-08,05-Fri,North York H.S.,280,278,41,104,51,82
2016-04-08,05-Fri,East Roosevelt H.S.,195,184,63,86,0,35
2016-04-08,05-Fri,South Arthur High,414,390,127,58,52,153
2016-04-08,05-Fri,South Truman H.S.,319,316,112,54,40,110
2016-04-08,05-Fri,East Washington H.S.,212,203,42,76,43,42
2016-04-08,05-Fri,East York High,126,125,31,55,35,4
2016-04-08,05-Fri,South Washington High,332,289,161,86,34,8
2016-04-11,01-Mon,North Roosevelt M.S.,485,460,226,51,118,65
2016-04-11,01-Mon,West Lincoln High,213,208,116,88,2,2
2016-04-11,01-Mon,Outer Jefferson H.S.,482,442,188,88,161,5
2016-04-11,01-Mon,Central Washington H.S.,238,200,51,31,72,46
2016-04-11,01-Mon,West Truman H.S.,299,237,33,96,18,90
2016-04-11,01-Mon,Central Jefferson M.S.,413,382,0,78,199,105
2016-04-11,01-Mon,Central Roosevelt M.S.,332,324,12,69,40,203
2016-04-11,01-Mon,West Washington M.S.,148,106,6,12,70,18
2016-04-11,01-Mon,North King High,367,320,160,65,28,67
2016-04-11,01-Mon,South Jefferson H.S.,385,382,137,44,165,36
2016-04-11,01-Mon,North York H.S.,280,267,75,107,48,37
2016-04-11,01-Mon,East Roosevelt H.S.,195,186,98,86,0,2
2016-04-11,01-Mon,South Arthur High,414,381,62,135,41,143
2016-04-11,01-Mon,South Truman H.S.,319,281,27,38,151,65
2016-04-11,01-Mon,East Washington H.S.,212,194,57,41,32,64
2016-04-11,01-Mon,East York High,126,112,12,16,47,37
2016-04-11,01-Mon,South Washington High,332,300,80,145,35,40
